I: (state)
	(8) 0.00597329060735
	(13) 0.994026709393
F: (state)
	(0) 0.170740172961
	(3) 0.0359419850784
	(4) 0.070249990629
	(5) 0.275302928556
	(6) 0.164979684563
	(7) 0.0563967854886
	(8) 0.226074625788
	(9) 0.281176247397
	(10) 0.0206209756908
	(12) 0.0425178550451
	(13) 0.0304324610258
S: (state,symbol) 
	(0,1) 0.0123447271484
	(0,2) 0.0316570188604
	(0,3) 0.0225153079223
	(0,4) 0.174568135311
	(0,5) 0.116399629089
	(0,6) 0.371404699042
	(0,7) 0.0652060260409
	(0,8) 0.151230509312
	(0,9) 0.0546739472742
	(1,0) 0.117260015267
	(1,1) 0.108591212193
	(1,2) 0.133677261748
	(1,3) 0.111972004703
	(1,4) 0.160533280616
	(1,5) 0.046225801081
	(1,6) 0.0515571857935
	(1,7) 0.0374058751554
	(1,8) 0.110683454448
	(1,9) 0.122093908995
	(2,2) 0.0576360602494
	(2,3) 0.00297189212985
	(2,4) 0.119610581418
	(2,5) 0.0950320883629
	(2,6) 0.243055252624
	(2,7) 0.158574233962
	(2,8) 0.118101306602
	(2,9) 0.205018584653
	(3,0) 0.0243719169385
	(3,1) 0.0403283703308
	(3,2) 0.256505763466
	(3,3) 0.0198971408141
	(3,4) 0.18065192323
	(3,5) 0.00946292788033
	(3,6) 0.0726554253062
	(3,7) 0.258723523972
	(3,8) 0.114049665968
	(3,9) 0.0233533420944
	(4,1) 0.118560705379
	(4,3) 0.0865243888095
	(4,4) 0.164257821941
	(4,5) 0.199024799737
	(4,7) 0.425491241596
	(4,9) 0.00614104253794
	(5,0) 0.0554496706067
	(5,1) 0.260486957673
	(5,2) 0.0442213793738
	(5,3) 0.0425801216204
	(5,4) 0.177884250286
	(5,5) 0.124842671562
	(5,6) 0.0433912764808
	(5,7) 0.0410914432281
	(5,8) 0.0456761258509
	(5,9) 0.164376103319
	(6,0) 0.0722542153048
	(6,2) 0.0812802786377
	(6,3) 0.236580894904
	(6,4) 0.0302437789092
	(6,5) 0.0324156785036
	(6,6) 0.160084352284
	(6,7) 0.00755933126036
	(6,8) 0.181020224682
	(6,9) 0.198561245515
	(7,1) 0.144644713555
	(7,2) 0.0790767543409
	(7,3) 0.0708846394281
