I: (state)
	(6) 1.0
F: (state)
	(0) 0.0298357927138
	(2) 0.670187895197
	(3) 0.190824962686
	(4) 0.23079038386
	(5) 0.292127289172
	(8) 0.106341317542
	(13) 0.0237824304792
S: (state,symbol) 
	(0,0) 0.227072003603
	(0,2) 0.0348813602598
	(0,4) 0.201071406971
	(0,7) 0.0220020624671
	(0,8) 0.514973166699
	(1,0) 0.204906294425
	(1,2) 0.016628285712
	(1,5) 0.559492136846
	(1,6) 0.0593587687693
	(1,7) 0.0514558218164
	(1,11) 0.108158692431
	(2,0) 0.735795682159
	(2,4) 0.264204317841
	(3,2) 0.215176485624
	(3,8) 0.40547065823
	(3,9) 0.104011264538
	(3,10) 0.245944700688
	(3,11) 0.0293968909204
	(4,0) 0.107867528452
	(4,1) 0.277369730757
	(4,4) 0.194857311066
	(4,5) 0.184472425398
	(4,6) 0.0886896962507
	(4,8) 0.146743308077
	(5,0) 0.0500067761998
	(5,1) 0.238823197289
	(5,2) 0.0680166572754
	(5,3) 0.053389805617
	(5,4) 0.159487987735
	(5,5) 0.00545946995222
	(5,6) 0.122666039546
	(5,7) 0.064551576022
	(5,8) 0.0182214638492
	(5,9) 0.17957589331
	(5,10) 0.0364442501062
	(5,11) 0.00335688309797
	(6,0) 0.242589650594
	(6,1) 0.0668318113843
	(6,2) 0.0250453907127
	(6,4) 0.218358063158
	(6,5) 0.0140073165906
	(6,6) 0.0524284364541
	(6,8) 0.131439464426
	(6,9) 0.0406983242724
	(6,10) 0.208601542408
	(7,2) 0.0508427434134
	(7,3) 0.286925487076
	(7,4) 0.172199982209
	(7,6) 0.0488880268349
	(7,10) 0.232946385442
	(7,11) 0.208197375025
	(8,5) 0.135922751792
	(8,6) 0.0146084443166
	(8,7) 0.799393023362
	(8,10) 0.0500757805288
	(9,0) 0.00676160191018
	(9,3) 0.110886904711
	(9,4) 0.387972028325
	(9,6) 0.0480020838312
	(9,8) 0.250955387888
	(9,10) 0.195421993335
	(10,5) 0.091892433351
	(10,9) 0.445465676649
	(10,11) 0.462641889999
	(11,1) 0.325329353214
	(11,2) 0.239302143693
	(11,5) 0.390115065475
	(11,9) 0.0452534376183
	(12,1) 0.206680120193
	(12,4) 0.0814081123065
	(12,6) 0.147474822925
	(12,7) 0.16422575551
	(12,8) 0.116553641853
	(12,9) 0.0823602071405
	(12,10) 0.201297340072
	(13,0) 0.0734569494594
	(13,2) 0.0379247987706
	(13,3) 0.219503085023
	(13,4) 0.201209364392
	(13,6) 0.0827164747872
	(13,7) 0.0847090627396
	(13,9) 0.0679718620576
	(13,10) 0.0487257096356
	(13,11) 0.183782693135
	(14,1) 0.0825011525427
	(14,2) 0.012624071254
	(14,4) 0.815934982341
	(14,6) 0.0429637951704
	(14,9) 0.0459759986923
T: (state,symbol,state) 
	(0,0,11) 1.0
	(0,1,11) 1.0
	(0,2,11) 1.0
	(0,3,11) 1.0
	(0,4,11) 1.0
	(0,5,11) 1.0
	(0,6,11) 1.0
	(0,7,11) 1.0
	(0,8,11) 1.0
	(0,9,11) 1.0
	(0,10,11) 1.0
	(0,11,11) 1.0
	(1,0,10) 1.0
	(1,1,10) 1.0
	(1,2,10) 1.0
	(1,3,10) 1.0
	(1,4,10) 1.0
	(1,5,10) 1.0
	(1,6,10) 1.0
	(1,7,10) 1.0
	(1,8,10) 1.0
	(1,9,10) 1.0
	(1,10,10) 1.0
	(1,11,10) 1.0
	(2,0,5) 0.628681473744
	(2,0,13) 0.371318526256
	(2,1,5) 0.628681473744
	(2,1,13) 0.371318526256
	(2,2,5) 0.628681473744
	(2,2,13) 0.371318526256
	(2,3,5) 0.628681473744
	(2,3,13) 0.371318526256
	(2,4,5) 0.628681473744
	(2,4,13) 0.371318526256
	(2,5,5) 0.628681473744
	(2,5,13) 0.371318526256
	(2,6,5) 0.628681473744
	(2,6,13) 0.371318526256
	(2,7,5) 0.628681473744
	(2,7,13) 0.371318526256
	(2,8,5) 0.628681473744
	(2,8,13) 0.371318526256
	(2,9,5) 0.628681473744
	(2,9,13) 0.371318526256
	(2,10,5) 0.628681473744
	(2,10,13) 0.371318526256
	(2,11,5) 0.628681473744
	(2,11,13) 0.371318526256
	(3,0,4) 0.740606295262
	(3,0,11) 0.259393704738
	(3,1,4) 0.740606295262
	(3,1,11) 0.259393704738
	(3,2,4) 0.740606295262
	(3,2,11) 0.259393704738
	(3,3,4) 0.740606295262
	(3,3,11) 0.259393704738
	(3,4,4) 0.740606295262
	(3,4,11) 0.259393704738
	(3,5,4) 0.740606295262
	(3,5,11) 0.259393704738
	(3,6,4) 0.740606295262
	(3,6,11) 0.259393704738
	(3,7,4) 0.740606295262
	(3,7,11) 0.259393704738
	(3,8,4) 0.740606295262
	(3,8,11) 0.259393704738
	(3,9,4) 0.740606295262
	(3,9,11) 0.259393704738
	(3,10,4) 0.740606295262
	(3,10,11) 0.259393704738
	(3,11,4) 0.740606295262
	(3,11,11) 0.259393704738
	(4,0,4) 1.0
	(4,1,4) 1.0
	(4,2,4) 1.0
	(4,3,4) 1.0
	(4,4,4) 1.0
	(4,5,4) 1.0
	(4,6,4) 1.0
	(4,7,4) 1.0
	(4,8,4) 1.0
	(4,9,4) 1.0
	(4,10,4) 1.0
	(4,11,4) 1.0
	(5,0,3) 1.0
	(5,1,3) 1.0
	(5,2,3) 1.0
	(5,3,3) 1.0
	(5,4,3) 1.0
	(5,5,3) 1.0
	(5,6,3) 1.0
	(5,7,3) 1.0
	(5,8,3) 1.0
	(5,9,3) 1.0
	(5,10,3) 1.0
	(5,11,3) 1.0
	(6,0,1) 1.0
	(6,1,1) 1.0
	(6,2,1) 1.0
	(6,3,1) 1.0
	(6,4,1) 1.0
	(6,5,1) 1.0
	(6,6,1) 1.0
	(6,7,1) 1.0
	(6,8,1) 1.0
	(6,9,1) 1.0
	(6,10,1) 1.0
	(6,11,1) 1.0
	(7,0,3) 1.0
	(7,1,3) 1.0
	(7,2,3) 1.0
	(7,3,3) 1.0
	(7,4,3) 1.0
	(7,5,3) 1.0
	(7,6,3) 1.0
	(7,7,3) 1.0
	(7,8,3) 1.0
	(7,9,3) 1.0
	(7,10,3) 1.0
	(7,11,3) 1.0
	(8,0,6) 1.0
	(8,1,6) 1.0
	(8,2,6) 1.0
	(8,3,6) 1.0
	(8,4,6) 1.0
	(8,5,6) 1.0
	(8,6,6) 1.0
	(8,7,6) 1.0
	(8,8,6) 1.0
	(8,9,6) 1.0
	(8,10,6) 1.0
	(8,11,6) 1.0
	(9,0,13) 1.0
	(9,1,13) 1.0
	(9,2,13) 1.0
	(9,3,13) 1.0
	(9,4,13) 1.0
	(9,5,13) 1.0
	(9,6,13) 1.0
	(9,7,13) 1.0
	(9,8,13) 1.0
	(9,9,13) 1.0
	(9,10,13) 1.0
	(9,11,13) 1.0
	(10,0,3) 1.0
	(10,1,3) 1.0
	(10,2,3) 1.0
	(10,3,3) 1.0
	(10,4,3) 1.0
	(10,5,3) 1.0
	(10,6,3) 1.0
	(10,7,3) 1.0
	(10,8,3) 1.0
	(10,9,3) 1.0
	(10,10,3) 1.0
	(10,11,3) 1.0
	(11,0,8) 0.713726889524
	(11,0,10) 0.286273110476
	(11,1,8) 0.713726889524
