I: (state)
	(28) 1.0
F: (state)
	(0) 0.130579935788
	(5) 0.883364882527
	(8) 0.37986472449
	(10) 0.196086028834
	(11) 0.598499844594
	(12) 0.853690297685
	(13) 0.126305461017
	(16) 0.227465859403
	(17) 0.336258846266
	(18) 0.755189615827
	(29) 0.461919606214
	(35) 0.803722084021
	(36) 0.491382857567
	(37) 0.53074554001
	(42) 0.185926397149
	(43) 0.57343272469
S: (state,symbol) 
	(0,5) 1.0
	(1,2) 1.0
	(2,1) 0.0927600823594
	(2,4) 0.907239917641
	(3,1) 0.555332098777
	(3,5) 0.444667901223
	(4,0) 1.0
	(5,0) 1.0
	(6,0) 1.0
	(7,3) 0.289915934867
	(7,5) 0.710084065133
	(8,1) 0.343907231171
	(8,4) 0.656092768829
	(9,3) 1.0
	(10,2) 1.0
	(11,5) 1.0
	(12,2) 0.489543857754
	(12,5) 0.510456142246
	(13,3) 1.0
	(14,0) 0.642682182351
	(14,3) 0.357317817649
	(15,4) 1.0
	(16,1) 0.253281215793
	(16,2) 0.642146312268
	(16,4) 0.104572471939
	(17,2) 0.47337208681
	(17,5) 0.52662791319
	(18,4) 1.0
	(19,1) 0.142229398537
	(19,2) 0.5527923946
	(19,3) 0.223568275728
	(19,4) 0.0814099311346
	(20,1) 1.0
	(21,1) 0.501549657012
	(21,3) 0.462265870455
	(21,5) 0.0361844725325
	(22,4) 0.893382693885
	(22,5) 0.106617306115
	(23,2) 0.762325089108
	(23,3) 0.237674910892
	(24,2) 0.241864667196
	(24,4) 0.758135332804
	(25,0) 0.00776768620886
	(25,4) 0.992232313791
	(26,0) 0.297082898794
	(26,2) 0.616276902266
	(26,5) 0.0866401989397
	(27,1) 1.0
	(28,2) 0.0183482865381
	(28,4) 0.981651713462
	(29,0) 0.34730294223
	(29,2) 0.65269705777
	(30,3) 0.36103346361
	(30,5) 0.63896653639
	(31,1) 0.293974181582
	(31,2) 0.706025818418
	(32,3) 1.0
	(33,1) 0.684498315071
	(33,2) 0.273994332841
	(33,5) 0.0415073520877
	(34,1) 1.0
	(35,4) 1.0
	(36,1) 1.0
	(37,3) 1.0
	(38,1) 0.856340265992
	(38,5) 0.143659734008
	(39,1) 0.983778250205
	(39,2) 0.0162217497953
	(40,3) 0.475849094581
	(40,4) 0.524150905419
	(41,0) 0.639762165443
	(41,4) 0.360237834557
	(42,3) 1.0
	(43,0) 0.994932320379
	(43,2) 0.00506767962052
	(44,0) 0.605466446654
	(44,3) 0.394533553346
	(45,0) 1.0
	(46,0) 0.396402624263
	(46,3) 0.603597375737
	(47,2) 0.156425285769
	(47,3) 0.525777860154
	(47,4) 0.317796854077
	(48,0) 0.104504061435
	(48,4) 0.768307213051
	(48,5) 0.127188725513
	(49,0) 1.0
	(50,0) 0.723432205279
	(50,2) 0.276567794721
	(51,0) 0.566494354209
	(51,2) 0.433505645791
	(52,1) 1.0
	(53,0) 1.0
	(54,0) 0.539200586447
	(54,3) 0.460799413553
	(55,0) 0.620586656846
	(55,1) 0.0400321745939
	(55,3) 0.301799231518
	(55,5) 0.0375819370417
T: (state,symbol,state) 
	(0,0,53) 1.0
	(0,1,53) 1.0
	(0,2,53) 1.0
	(0,3,53) 1.0
	(0,4,53) 1.0
	(0,5,53) 1.0
	(1,0,10) 1.0
	(1,1,10) 1.0
	(1,2,10) 1.0
	(1,3,10) 1.0
	(1,4,10) 1.0
	(1,5,10) 1.0
	(2,0,38) 1.0
	(2,1,38) 1.0
	(2,2,38) 1.0
	(2,3,38) 1.0
	(2,4,38) 1.0
	(2,5,38) 1.0
	(3,0,22) 1.0
	(3,1,22) 1.0
	(3,2,22) 1.0
	(3,3,22) 1.0
	(3,4,22) 1.0
	(3,5,22) 1.0
	(4,0,39) 1.0
	(4,1,39) 1.0
	(4,2,39) 1.0
	(4,3,39) 1.0
	(4,4,39) 1.0
