I: (state)
	(2) 1.0
F: (state)
	(0) 0.217268075596
	(1) 0.591218529989
	(3) 0.103936940634
	(6) 0.0693036534766
S: (state,symbol) 
	(0,0) 0.163744476652
	(0,4) 0.0670896792371
	(0,5) 0.0187040799877
	(0,6) 0.135617533135
	(0,7) 0.0125484398541
	(0,10) 0.109366125929
	(0,11) 0.0811806400674
	(0,13) 0.0977932014346
	(0,14) 0.0831423602271
	(0,16) 0.0990216014775
	(0,17) 0.131791861998
	(1,3) 0.208351402559
	(1,9) 0.587616932023
	(1,11) 0.204031665418
	(2,0) 0.360553416765
	(2,1) 0.0291257835316
	(2,3) 0.335272383696
	(2,10) 0.0187911589693
	(2,12) 0.0935079218943
	(2,13) 0.0322778437608
	(2,14) 0.0743231881964
	(2,17) 0.0561483031864
	(3,2) 0.427220641639
	(3,4) 0.46891420035
	(3,6) 0.0432649355464
	(3,16) 0.0606002224646
	(4,0) 0.250500260671
	(4,1) 0.000160975864288
	(4,5) 0.105357213949
	(4,8) 0.252065402251
	(4,13) 0.0354388544529
	(4,14) 0.356477292812
	(5,1) 0.0777498617277
	(5,6) 0.00907627687674
	(5,8) 0.529107254826
	(5,9) 0.196801959747
	(5,12) 0.00782389887667
	(5,14) 0.115470268926
	(5,15) 0.0639704790195
	(6,1) 0.160686044875
	(6,3) 0.0330444678664
	(6,7) 0.342009172826
	(6,12) 0.0523914475708
	(6,13) 0.209295232443
	(6,16) 0.106808138738
	(6,17) 0.095765495681
	(7,3) 0.2339114849
	(7,8) 0.104724936516
	(7,11) 0.398635958576
	(7,15) 0.199843004097
	(7,17) 0.0628846159113
	(8,0) 0.16276451587
	(8,2) 0.212661352743
	(8,5) 0.0344977135906
	(8,6) 0.0306596785162
	(8,8) 0.174807551815
	(8,12) 0.0251924095014
	(8,13) 0.0336585109875
	(8,17) 0.325758266976
	(9,0) 0.0333257707769
	(9,3) 0.00540053027652
	(9,4) 0.00304113105909
	(9,5) 0.0847252990845
	(9,7) 0.308192955048
	(9,9) 0.162211618624
	(9,12) 0.0762061313657
	(9,13) 0.260258162461
	(9,14) 0.0615844302782
	(9,16) 0.00505397102612
	(10,2) 0.149647224819
	(10,3) 0.105197815675
	(10,6) 0.000392557052997
	(10,7) 0.180439107343
	(10,9) 0.0219951194367
	(10,12) 0.0699047430908
	(10,14) 0.438120488537
	(10,15) 0.0318305897181
	(10,17) 0.00247235432643
T: (state,symbol,state) 
	(0,0,3) 1.0
	(0,1,3) 1.0
	(0,2,3) 1.0
	(0,3,3) 1.0
	(0,4,3) 1.0
	(0,5,3) 1.0
	(0,6,3) 1.0
	(0,7,3) 1.0
	(0,8,3) 1.0
	(0,9,3) 1.0
	(0,10,3) 1.0
	(0,11,3) 1.0
	(0,12,3) 1.0
	(0,13,3) 1.0
	(0,14,3) 1.0
	(0,15,3) 1.0
	(0,16,3) 1.0
	(0,17,3) 1.0
	(1,0,2) 0.662394381289
	(1,0,10) 0.337605618711
	(1,1,2) 0.662394381289
	(1,1,10) 0.337605618711
	(1,2,2) 0.662394381289
	(1,2,10) 0.337605618711
	(1,3,2) 0.662394381289
	(1,3,10) 0.337605618711
	(1,4,2) 0.662394381289
	(1,4,10) 0.337605618711
	(1,5,2) 0.662394381289
	(1,5,10) 0.337605618711
	(1,6,2) 0.662394381289
	(1,6,10) 0.337605618711
	(1,7,2) 0.662394381289
	(1,7,10) 0.337605618711
	(1,8,2) 0.662394381289
	(1,8,10) 0.337605618711
	(1,9,2) 0.662394381289
	(1,9,10) 0.337605618711
	(1,10,2) 0.662394381289
	(1,10,10) 0.337605618711
	(1,11,2) 0.662394381289
