I: (state)
	(5) 1.0
F: (state)
	(1) 0.0854174469629
	(4) 0.0554159964422
	(8) 0.0163758386015
	(9) 0.104489833933
	(10) 0.218459494546
	(11) 0.0980900327731
	(12) 0.0263490553455
S: (state,symbol) 
	(0,0) 0.232284948563
	(0,1) 0.156986147356
	(0,4) 0.225643435359
	(0,5) 0.113702505012
	(0,6) 0.167129019845
	(0,9) 0.049466456199
	(0,10) 0.0372851179054
	(0,14) 0.0175023697617
	(1,0) 0.0367289633044
	(1,1) 0.0112483751724
	(1,2) 0.0786833887396
	(1,3) 0.0581880361338
	(1,5) 0.0335781820422
	(1,6) 0.0282833488778
	(1,8) 0.0349853933276
	(1,9) 0.0111507256502
	(1,10) 0.268526746183
	(1,11) 0.220243171465
	(1,13) 0.0104343028674
	(1,14) 0.207949366237
	(2,2) 0.0480528391478
	(2,4) 0.00400754733229
	(2,5) 0.0494046495292
	(2,7) 0.204017901736
	(2,8) 0.0907816778341
	(2,9) 0.101212744456
	(2,11) 0.316184665031
	(2,12) 0.125277224621
	(2,13) 0.00588925640325
	(2,14) 0.0551714939108
	(3,0) 0.1333523112
	(3,2) 0.090248775043
	(3,4) 0.00453022507343
	(3,6) 0.0272849369192
	(3,7) 0.023081216223
	(3,8) 0.0545610421753
	(3,9) 0.181953143332
	(3,10) 0.358807480932
	(3,13) 0.0418145367666
	(3,14) 0.0843663323355
	(4,0) 0.173784879404
	(4,1) 0.0234024968503
	(4,3) 0.232394445427
	(4,5) 0.00721619469935
	(4,6) 0.0993198563966
	(4,7) 0.050873941526
	(4,8) 0.0524517167041
	(4,9) 0.0214853001745
	(4,10) 0.0207604117915
	(4,12) 0.190405232797
	(4,13) 0.12790552423
	(5,0) 0.0281178493975
	(5,3) 0.0249811789172
	(5,4) 0.0798123680108
	(5,5) 0.121161569057
	(5,10) 0.545028568012
	(5,12) 0.132526564591
	(5,13) 0.0683719020148
	(6,3) 0.00327815864649
	(6,4) 0.282708062261
	(6,5) 0.0525994993517
	(6,10) 0.179740336151
	(6,13) 0.48167394359
	(7,0) 0.109736683108
	(7,1) 0.285582701315
	(7,2) 0.0587779084308
	(7,4) 0.0190200643378
	(7,5) 0.0374471118332
	(7,6) 0.0251343181908
	(7,7) 0.0578140689474
	(7,11) 0.0641705334198
	(7,12) 0.109561983541
	(7,13) 0.0505815318967
	(7,14) 0.18217309498
	(8,0) 0.426703467588
	(8,1) 0.0119390901389
	(8,4) 0.170028918346
	(8,6) 0.100441251477
	(8,7) 0.0452658163447
	(8,11) 0.192802609833
	(8,14) 0.0528188462725
	(9,0) 0.117664043292
	(9,2) 0.0189997511601
	(9,3) 0.0754808363892
	(9,4) 0.00393668554039
	(9,5) 0.0932863158303
	(9,6) 0.104824935423
	(9,7) 0.00950453726404
	(9,8) 0.120960342475
	(9,9) 0.037739278476
	(9,11) 0.0193162528384
	(9,12) 0.00554826070686
	(9,13) 0.111581684846
	(9,14) 0.28115707576
	(10,0) 0.177385021735
	(10,1) 0.135320713054
	(10,3) 0.231812557408
	(10,7) 0.206150156548
	(10,8) 0.0529555755655
	(10,10) 0.051054685457
	(10,11) 0.145321290233
	(11,0) 0.0742634688434
	(11,3) 0.0422196718207
	(11,4) 0.0206116191017
	(11,7) 0.132799810598
	(11,8) 0.334378190898
	(11,10) 0.097662286523
	(11,11) 0.293267337632
	(11,12) 0.00479761458309
	(12,1) 0.226719346597
	(12,3) 0.201320993602
	(12,4) 0.0791200242621
	(12,5) 0.0797357571408
	(12,7) 0.169232079444
