I: (state)
	(5) 0.538967079316
	(13) 0.305500794561
	(24) 0.155532126123
F: (state)
	(4) 0.347927952436
	(8) 0.519721518447
	(12) 0.33268558655
	(13) 0.560437995885
	(17) 0.617326062015
	(18) 0.174132465287
	(21) 0.144988883246
	(22) 0.0348041865291
	(24) 0.454754920809
	(25) 0.590203646313
	(27) 0.0158095721778
	(29) 0.0350057276188
S: (state,symbol) 
	(0,0) 0.0121482428737
	(0,4) 0.652791538768
	(0,6) 0.335060218358
	(1,2) 0.345753530692
	(1,4) 0.654246469308
	(2,0) 0.215355337987
	(2,3) 0.113668749031
	(2,4) 0.287373152904
	(2,5) 0.383602760078
	(3,5) 0.844369924491
	(3,6) 0.155630075509
	(4,1) 0.157648993008
	(4,3) 0.349617138379
	(4,5) 0.492733868613
	(5,0) 0.666990563198
	(5,4) 0.333009436802
	(6,5) 1.0
	(7,2) 0.389007428748
	(7,6) 0.610992571252
	(8,0) 0.063399111966
	(8,2) 0.00170086354104
	(8,3) 0.53283071928
	(8,5) 0.402069305213
	(9,1) 0.926980877371
	(9,2) 0.0730191226291
	(10,0) 1.0
	(11,0) 0.479964488092
	(11,1) 0.0689109944928
	(11,5) 0.451124517415
	(12,0) 0.487357783999
	(12,1) 0.512642216001
	(13,2) 1.0
	(14,0) 0.341602156191
	(14,1) 0.26327761256
	(14,2) 0.386389890149
	(14,4) 0.00873034109928
	(15,1) 0.177236066533
	(15,6) 0.822763933467
	(16,2) 0.947563969396
	(16,4) 0.00499033276205
	(16,6) 0.0474456978418
	(17,0) 0.513937826599
	(17,2) 0.478896722503
	(17,6) 0.00716545089753
	(18,0) 0.240927451791
	(18,1) 0.576017756618
	(18,2) 0.0100594145445
	(18,3) 0.148795927113
	(18,6) 0.0241994499336
	(19,2) 0.755000856851
	(19,6) 0.244999143149
	(20,6) 1.0
	(21,5) 0.0780179736885
	(21,6) 0.921982026311
	(22,1) 0.486053534793
	(22,4) 0.436290099372
	(22,6) 0.077656365835
	(23,0) 0.345921968467
	(23,1) 0.0966720261421
	(23,3) 0.102259690291
	(23,4) 0.448420012671
	(23,5) 0.00672630242811
	(24,0) 0.015792778589
	(24,2) 0.318468499539
	(24,5) 0.665738721872
	(25,0) 0.423425927172
	(25,1) 0.576574072828
	(26,1) 0.0923971883243
	(26,2) 0.907602811676
	(27,1) 0.241736387509
	(27,3) 0.714214117357
	(27,4) 0.00565761327678
	(27,6) 0.0383918818573
	(28,1) 0.0912039950342
	(28,2) 0.908796004966
	(29,0) 0.196154041158
	(29,1) 0.0848112977688
	(29,3) 0.244511945768
	(29,4) 0.0531733710279
	(29,5) 0.421349344278
	(30,0) 0.094793378241
	(30,2) 0.46920953932
	(30,3) 0.150145316042
	(30,5) 0.285851766397
	(31,0) 0.612108049226
	(31,2) 0.101801071577
	(31,4) 0.286090879197
	(32,0) 1.0
T: (state,symbol,state) 
	(0,0,3) 0.713601876257
	(0,0,4) 0.0990795322091
	(0,0,30) 0.187318591534
	(0,1,3) 0.713601876257
	(0,1,4) 0.0990795322091
	(0,1,30) 0.187318591534
	(0,2,3) 0.713601876257
	(0,2,4) 0.0990795322091
	(0,2,30) 0.187318591534
	(0,3,3) 0.713601876257
	(0,3,4) 0.0990795322091
	(0,3,30) 0.187318591534
	(0,4,3) 0.713601876257
	(0,4,4) 0.0990795322091
	(0,4,30) 0.187318591534
	(0,5,3) 0.713601876257
	(0,5,4) 0.0990795322091
	(0,5,30) 0.187318591534
	(0,6,3) 0.713601876257
	(0,6,4) 0.0990795322091
	(0,6,30) 0.187318591534
	(1,0,10) 0.0195240698857
	(1,0,15) 0.0449764831419
	(1,0,18) 0.376636914567
	(1,0,19) 0.116698788718
	(1,0,26) 0.442163743687
	(1,1,10) 0.0195240698857
	(1,1,15) 0.0449764831419
	(1,1,18) 0.376636914567
	(1,1,19) 0.116698788718
	(1,1,26) 0.442163743687
	(1,2,10) 0.0195240698857
	(1,2,15) 0.0449764831419
	(1,2,18) 0.376636914567
	(1,2,19) 0.116698788718
	(1,2,26) 0.442163743687
	(1,3,10) 0.0195240698857
	(1,3,15) 0.0449764831419
	(1,3,18) 0.376636914567
	(1,3,19) 0.116698788718
	(1,3,26) 0.442163743687
	(1,4,10) 0.0195240698857
	(1,4,15) 0.0449764831419
	(1,4,18) 0.376636914567
	(1,4,19) 0.116698788718
	(1,4,26) 0.442163743687
